Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Régularité;Commentaires
2012-10;Sud-Est;PARIS LYON;NICE VILLE;167;164;3;31;81.1;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-10;Est;PARIS EST;REIMS;251;251;0;20;92.0;
2012-10;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;475;465;10;101;78.3;Les travaux de raccordement de la ligne à grande vitesse Sud-Europe-Atlantique à la ligne classique au Nord de Bordeaux et en amont de Saint-Pierre-des-Corps. la régénration des voies de la ligne à grande vitesse Atlantique ainsi que les travaux concernant l'alimentation électrique des voies. ont pu engendrer des retards sur nos trains. Par ailleurs un nombre important d'événements ont eu un fort impact. Le 1er, le TGV 8308 heurte un animal près de Vendôme, problème de signalisation ferroviaire près de Massy (91) le 6, accident de personne le 13, branche tombée sur le fil d'alimentation électrique (caténaire) suite à mauvaise manipulation d'une entreprise d'élagage impliquant la nécessité de stopper la circulations des trains dans les deux sens le 23, perte de contrôle d'une aiguille à Saint-Pierre nécessitant l'arrêt des circulations pendant sa réparation le 27.
2012-10;Nord;ARRAS;PARIS NORD;351;345;6;19;94.5;
2012-10;Sud-Est;AVIGNON TGV;PARIS LYON;379;375;4;46;87.7;
2012-10;Sud-Est;BELLEGARDE (AIN);PARIS LYON;265;263;2;25;90.5;
2012-10;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;243;240;3;16;93.3;
2012-10;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;664;658;6;95;85.6;
2012-10;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;666;661;5;37;94.4;
2012-11;Atlantique;PARIS MONTPARNASSE;BREST;154;154;0;9;94.2;
2012-11;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;197;197;0;46;76.6;Liaison assurée en grande partie par des TGV en provenance d'Italie dont la régularité est perfectible.
2012-11;Sud-Est;DIJON VILLE;PARIS LYON;443;443;0;37;91.6;
2012-11;Sud-Est;PARIS LYON;GRENOBLE;247;247;0;38;84.6;
2012-11;Atlantique;PARIS MONTPARNASSE;LAVAL;235;235;0;12;94.9;
2012-11;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;577;577;0;89;84.6;
2012-11;Sud-Est;PARIS LYON;MACON LOCHE;173;173;0;25;85.5;
2012-11;Atlantique;ANGOULEME;PARIS MONTPARNASSE;349;348;1;91;73.9;Importants travaux de raccordement de la ligne à grande vitesse Sud-Europe-Atlantique à la ligne classique entre Bordeaux et Tours ainsi que des travaux de régénération des voies de la ligne à grande vitesse atlantique entre Courtalain et Vendôme.
2012-11;Atlantique;PARIS MONTPARNASSE;ANGOULEME;321;321;0;31;90.3;
2012-11;Est;PARIS EST;NANCY;286;286;0;14;95.1;
2012-11;Sud-Est;PARIS LYON;NICE VILLE;153;153;0;30;80.4;
2012-11;Sud-Est;PARIS LYON;NIMES;340;340;0;50;85.3;
2012-11;Sud-Est;PARIS LYON;PERPIGNAN;154;154;0;15;90.3;
2012-11;Atlantique;QUIMPER;PARIS MONTPARNASSE;142;142;0;13;90.8;
2012-11;Atlantique;VANNES;PARIS MONTPARNASSE;167;167;0;15;91.0;
2012-11;Sud-Est;PARIS LYON;BELLEGARDE (AIN);256;256;0;73;71.5;La ligne du Haut Bugey a été particulièrement impactée par les intempéries de la fin du mois.
2012-12;Nord;PARIS NORD;DUNKERQUE;129;129;0;6;95.3;
2012-12;Atlantique;PARIS MONTPARNASSE;LAVAL;238;238;0;10;95.8;
2012-12;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;462;461;1;36;92.2;
2012-12;Sud-Est;LYON PART DIEU;PARIS LYON;632;632;0;28;95.6;
2012-12;Sud-Est;PARIS LYON;LYON PART DIEU;618;618;0;34;94.5;
2012-12;Atlantique;LYON PART DIEU;RENNES;31;31;0;1;96.8;
2012-12;Atlantique;RENNES;LYON PART DIEU;71;71;0;7;90.1;
2012-12;Sud-Est;MACON LOCHE;PARIS LYON;196;195;1;17;91.3;
2012-12;Sud-Est;PARIS LYON;MACON LOCHE;218;218;0;18;91.7;
2012-12;Atlantique;PARIS MONTPARNASSE;ANGOULEME;313;313;0;16;94.9;
2013-06;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;452;444;8;22;95.0;
2013-06;Nord;LILLE;MARSEILLE ST CHARLES;147;144;3;28;80.6;Mois de juin marqué par de nombreux orages du 17 au 19 juin sur la région parisienne ainsi que dans le Sud. Il y a également une augmentation du nombre d'interventions des forces de l'ordre dans les trains pour incivilité.
2013-06;Nord;MARSEILLE ST CHARLES;LILLE;123;121;2;31;74.4;Mois de juin marqué par de nombreux orages du 17 au 19 juin sur la région parisienne ainsi que dans le Sud. Il y a également une augmentation du nombre d'interventions des forces de l'ordre dans les trains pour incivilité.
2013-06;Nord;PARIS NORD;LILLE;606;594;12;42;92.9;
2013-06;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;569;557;12;101;81.9;
2013-06;Sud-Est;MONTPELLIER;LYON PART DIEU;344;331;13;55;83.4;
2013-06;Sud-Est;LYON PART DIEU;PARIS LYON;618;606;12;22;96.4;
2013-06;Sud-Est;PARIS LYON;LYON PART DIEU;612;602;10;24;96.0;
2013-06;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;458;449;9;32;92.9;
2013-06;Sud-Est;PARIS LYON;MONTPELLIER;337;330;7;28;91.5;
2013-06;Sud-Est;MULHOUSE VILLE;PARIS LYON;309;303;6;20;93.4;
2013-06;Sud-Est;PARIS LYON;MULHOUSE VILLE;296;290;6;19;93.4;
2013-06;Est;NANCY;PARIS EST;284;281;3;16;94.3;
2013-06;Est;PARIS EST;NANCY;284;281;3;19;93.2;
2013-06;Est;NANTES;STRASBOURG;58;57;1;10;82.5;
2013-06;Atlantique;QUIMPER;PARIS MONTPARNASSE;143;140;3;8;94.3;
2013-06;Sud-Est;ANNECY;PARIS LYON;115;113;2;6;94.7;
2013-06;Sud-Est;PARIS LYON;ANNECY;150;147;3;15;89.8;
2013-06;Est;PARIS EST;STRASBOURG;462;456;6;35;92.3;
2013-06;Sud-Est;PARIS LYON;TOULON;190;187;3;25;86.6;
2013-06;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;148;146;2;26;82.2;
2013-06;Atlantique;TOURS;PARIS MONTPARNASSE;171;166;5;16;90.4;
2013-06;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;232;227;5;22;90.3;
2013-07;Atlantique;PARIS MONTPARNASSE;BREST;184;184;0;18;90.2;
2013-07;Sud-Est;DIJON VILLE;PARIS LYON;476;476;0;23;95.2;
2013-07;Sud-Est;PARIS LYON;DIJON VILLE;461;461;0;19;95.9;
2013-07;Nord;PARIS NORD;DOUAI;184;184;0;23;87.5;Fortes chaleurs, orages, incendies et coupures de tension.
2013-07;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;225;225;0;15;93.3;
2013-07;Nord;LYON PART DIEU;LILLE;248;248;0;69;72.2;Fortes chaleurs, orages, incendies et coupures de tension.
2013-07;Nord;MARSEILLE ST CHARLES;LILLE;125;125;0;48;61.6;Fortes chaleurs, orages, incendies et coupures de tension, incidents de personnes.
2013-07;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;630;630;0;164;74.0;Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV.
2013-07;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;586;586;0;148;74.7;Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV.
2013-07;Sud-Est;MACON LOCHE;PARIS LYON;186;186;0;27;85.5;
2013-07;Est;PARIS EST;METZ;311;311;0;11;96.5;
2013-07;Atlantique;PARIS MONTPARNASSE;ANGOULEME;348;347;1;44;87.3;Fortes chaleurs les 7 et 8 juillet et fortes intempéries les 26 et 27 juillet. Fuite de gazole d'un train de fret. Pannes de train. Heurt d'animal.
2013-07;Sud-Est;MULHOUSE VILLE;PARIS LYON;324;324;0;16;95.1;
2013-07;Sud-Est;PARIS LYON;MULHOUSE VILLE;302;302;0;17;94.4;
2013-07;Atlantique;PARIS MONTPARNASSE;NANTES;531;531;0;71;86.6;Ralentissements pour fortes chaleurs, problèmes électriques lors des orages du 22 et incidents divers.
2013-07;Sud-Est;PARIS LYON;NIMES;371;371;0;60;83.8;
2013-07;Sud-Est;PERPIGNAN;PARIS LYON;165;165;0;23;86.1;Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV.
2013-07;Atlantique;QUIMPER;PARIS MONTPARNASSE;146;146;0;20;86.3;
2013-07;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;120;120;0;19;84.2;
2013-07;Atlantique;TOURS;PARIS MONTPARNASSE;167;167;0;24;85.6;
2013-07;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;275;275;0;39;85.8;
2013-07;Nord;PARIS NORD;ARRAS;322;322;0;43;86.6;
2013-07;Atlantique;VANNES;PARIS MONTPARNASSE;169;169;0;19;88.8;
2013-07;Atlantique;PARIS MONTPARNASSE;VANNES;210;210;0;28;86.7;
2013-08;Atlantique;PARIS MONTPARNASSE;BREST;187;187;0;19;89.8;Le 2 août, plusieurs colis suspects en gare de Paris Montparnasse ont entrainé un fort retard au départ de certains TGV ayant pour destination Brest. Le 23 août, une panne sur un TER a retardé de nombreux trains.
2013-08;Sud-Est;PARIS LYON;DIJON VILLE;457;457;0;15;96.7;
2013-08;Sud-Est;GRENOBLE;PARIS LYON;188;188;0;12;93.6;
2013-08;Sud-Est;PARIS LYON;GRENOBLE;198;198;0;15;92.4;
2013-08;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;231;231;0;9;96.1;
2013-08;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;227;227;0;12;94.7;
2013-08;Atlantique;PARIS MONTPARNASSE;LE MANS;445;444;1;57;87.2;
2013-08;Nord;LILLE;PARIS NORD;548;548;0;49;91.1;
2013-08;Nord;PARIS NORD;LILLE;515;515;0;35;93.2;
2013-08;Atlantique;LYON PART DIEU;RENNES;31;31;0;3;90.3;
2013-08;Sud-Est;MULHOUSE VILLE;PARIS LYON;319;319;0;10;96.9;
2013-08;Sud-Est;PARIS LYON;MULHOUSE VILLE;293;293;0;10;96.6;
2013-08;Atlantique;PARIS MONTPARNASSE;NANTES;521;521;0;40;92.3;
2013-08;Atlantique;PARIS MONTPARNASSE;QUIMPER;189;189;0;15;92.1;
2013-08;Sud-Est;PARIS LYON;ANNECY;175;175;0;6;96.6;
2013-08;Est;REIMS;PARIS EST;211;211;0;5;97.6;
2013-08;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;157;157;0;25;84.1;
2013-08;Sud-Est;BELLEGARDE (AIN);PARIS LYON;273;273;0;23;91.6;
2013-09;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;186;186;0;27;85.5;
2013-09;Sud-Est;DIJON VILLE;PARIS LYON;406;406;0;47;88.4;Plusieurs incidents ont provoqué des retards importants (incidents techniques, panne d'un TER, vol de câbles).
2013-09;Sud-Est;PARIS LYON;DIJON VILLE;414;414;0;19;95.4;
2013-09;Sud-Est;PARIS LYON;GRENOBLE;221;221;0;19;91.4;
2013-09;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;180;180;0;15;91.7;
2013-09;Nord;PARIS NORD;LILLE;543;543;0;52;90.4;
2013-09;Est;METZ;PARIS EST;262;261;1;8;96.9;
2013-09;Atlantique;PARIS MONTPARNASSE;ANGOULEME;282;282;0;24;91.5;
2013-09;Est;NANCY;PARIS EST;256;256;0;6;97.7;
2013-09;Atlantique;NANTES;PARIS MONTPARNASSE;508;508;0;28;94.5;
2013-09;Est;NANTES;STRASBOURG;52;52;0;2;96.2;
2013-09;Sud-Est;PARIS LYON;NICE VILLE;168;167;1;21;87.4;Heurt d'une personne à Valence, panne d'un train Intercité près de Toulon, plusieurs incidents techniques suite à des orages en fin de mois.
2013-09;Sud-Est;PARIS LYON;PERPIGNAN;138;138;0;14;89.9;
2013-09;Atlantique;PARIS MONTPARNASSE;POITIERS;443;443;0;17;96.2;
2013-09;Est;PARIS EST;REIMS;189;189;0;4;97.9;
2013-09;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;102;102;0;10;90.2;
2013-09;Sud-Est;PARIS LYON;TOULON;189;188;1;20;89.4;
2013-10;Atlantique;PARIS MONTPARNASSE;BREST;154;154;0;18;88.3;Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : heurt d’un chevreuil, incident caténaire, détournement suite à la collision avec un camion, accident de personne, défaut d’alimentation caténaire.
2013-10;Sud-Est;DIJON VILLE;PARIS LYON;472;472;0;46;90.3;
2013-10;Nord;DUNKERQUE;PARIS NORD;110;110;0;6;94.5;
2013-10;Atlantique;LE MANS;PARIS MONTPARNASSE;499;499;0;123;75.4;Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : le 1er octobre, dérangement de sémaphore à Champagné (72), le 6 octobre, accident de personne à Mauves s/Loire (44).
2013-10;Nord;LILLE;PARIS NORD;577;577;0;38;93.4;
2013-10;Sud-Est;PARIS LYON;MACON LOCHE;204;204;0;12;94.1;
2013-10;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;479;479;0;29;93.9;
2013-10;Est;METZ;PARIS EST;303;303;0;14;95.4;
2013-10;Sud-Est;MONTPELLIER;PARIS LYON;342;342;0;48;86.0;Six accidents de personne ont perturbé cette liaison en octobre.
2013-10;Sud-Est;MULHOUSE VILLE;PARIS LYON;317;317;0;16;95.0;
2013-10;Atlantique;NANTES;PARIS MONTPARNASSE;569;567;2;67;88.2;Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : le 1er octobre, dérangement de sémaphore à Champagné (72), le 6 octobre, accident de personne à Mauves s/Loire (44).
2013-10;Sud-Est;PARIS LYON;NIMES;326;326;0;42;87.1;
2013-10;Atlantique;PARIS MONTPARNASSE;QUIMPER;123;123;0;29;76.4;Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : heurt d’un chevreuil, incident caténaire, détournement suite à la collision avec un camion, accident de personne, défaut d’alimentation caténaire.
2013-10;Est;PARIS EST;REIMS;217;217;0;23;89.4;
2013-10;Est;STRASBOURG;PARIS EST;484;483;1;71;85.3;
2013-10;Sud-Est;TOULON;PARIS LYON;255;254;1;42;83.5;
2013-10;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;139;139;0;32;77.0;Événements occasionnant des retards sur des TGV, souvent dans les deux sens de circulations : présence de ballast sur les rails, arbre tombé aux abords de la voie avec endommagement du pantographe d'un train (bras mécanique permettant l'alimentation électrique du train), incident caténaire à l'arrivée sur Paris, accident de personne, heurts d'animaux, problème d'alimentation de la caténaire.
2013-10;Nord;PARIS NORD;ARRAS;321;321;0;20;93.8;
2015-06;Sud-Est;PARIS LYON;MONTPELLIER;343;342;1;63;81.6;Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juin
2015-06;Sud-Est;PARIS LYON;NIMES;343;343;0;71;79.3;Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juin
2015-06;Sud-Est;PARIS LYON;TOULON;268;267;1;56;79.0;Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Juin
2015-06;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;431;429;2;48;88.8;
2015-06;Atlantique;PARIS MONTPARNASSE;LAVAL;227;226;1;20;91.2;
2015-06;Atlantique;PARIS MONTPARNASSE;POITIERS;491;489;2;49;90.0;
2015-06;Atlantique;PARIS MONTPARNASSE;QUIMPER;196;195;1;29;85.1;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
2015-06;Atlantique;PARIS MONTPARNASSE;TOURS;189;189;0;32;83.1;
2015-06;Atlantique;ST MALO;PARIS MONTPARNASSE;97;96;1;3;96.9;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
2015-06;Atlantique;VANNES;PARIS MONTPARNASSE;239;239;0;19;92.1;"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
2012-07;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;219;219;0;23;89.5;
2012-07;Sud-Est;PARIS LYON;GRENOBLE;215;215;0;15;93.0;
2012-07;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;207;207;0;26;87.4;
2012-07;Nord;LILLE;PARIS NORD;586;585;1;44;92.5;
2012-07;Sud-Est;PARIS LYON;LYON PART DIEU;536;536;0;24;95.5;
2012-07;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;523;522;1;46;91.2;
2012-07;Atlantique;PARIS MONTPARNASSE;ANGOULEME;319;319;0;28;91.2;
2012-07;Sud-Est;MONTPELLIER;PARIS LYON;406;405;1;34;91.6;
2012-07;Sud-Est;PARIS LYON;MULHOUSE VILLE;298;298;0;27;90.9;
2012-07;Atlantique;PARIS MONTPARNASSE;POITIERS;402;402;0;18;95.5;
2012-07;Sud-Est;ANNECY;PARIS LYON;204;204;0;8;96.1;
2012-07;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;455;455;0;32;93.0;
2012-07;Est;PARIS EST;STRASBOURG;483;483;0;31;93.6;
2012-07;Sud-Est;TOULON;PARIS LYON;298;298;0;58;80.5;
2012-07;Sud-Est;PARIS LYON;TOULON;266;266;0;33;87.6;
2012-07;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;274;274;0;30;89.1;
2012-07;Sud-Est;BELLEGARDE (AIN);PARIS LYON;263;263;0;22;91.6;
2012-07;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;186;186;0;12;93.5;
2012-08;Atlantique;PARIS MONTPARNASSE;BREST;208;208;0;0;100.0;
2012-08;Sud-Est;PARIS LYON;DIJON VILLE;455;455;0;24;94.7;
2012-08;Nord;PARIS NORD;DUNKERQUE;170;170;0;16;90.6;
2012-08;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;218;218;0;26;88.1;
2012-08;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;208;208;0;69;66.8;Une zone de travaux de renouvellement de la voie fait perdre à l'ensemble des TGV environ 5 min juste avant leur arrivée au Creusot.
2012-08;Atlantique;PARIS MONTPARNASSE;LE MANS;443;443;0;25;94.4;
2012-08;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;396;396;0;21;94.7;
2012-08;Nord;LYON PART DIEU;LILLE;274;274;0;56;79.6;Les circulations ont été impactées par des dérangements des installations ferroviaires et quelques difficultés liées aux rames TGV. Plusieurs accidents de personnes ont également marqué le mois d'août notamment sur la ligne à grande vitesse du Sud-Est les 16 et 30 août.
2012-08;Nord;LILLE;PARIS NORD;596;593;3;54;90.9;
2012-08;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;621;621;0;130;79.1;Fragilité de la liaison liée à la longueur du parcours des trains assurant cette desserte (train en provenance du nord-est ou de l'ouest de la France).
2012-08;Sud-Est;MACON LOCHE;PARIS LYON;178;178;0;9;94.9;
2012-08;Est;PARIS EST;METZ;312;312;0;24;92.3;La quasi totalité des retards du mois d'août se sont produit le 16 août à cause d'un accident de personne à Vaires.
2012-08;Sud-Est;MONTPELLIER;PARIS LYON;400;400;0;40;90.0;
2012-08;Sud-Est;PARIS LYON;MULHOUSE VILLE;302;302;0;22;92.7;
2012-08;Sud-Est;PARIS LYON;NIMES;398;398;0;39;90.2;
2012-08;Sud-Est;PARIS LYON;ANNECY;207;207;0;7;96.6;
2012-08;Est;REIMS;PARIS EST;219;219;0;21;90.4;La quasi totalité des retards du mois d'août se sont produit le 16 août à cause d'un accident de personne à Vaires.
2012-08;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;445;445;0;50;88.8;
2012-08;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;280;280;0;31;88.9;
2012-08;Nord;PARIS NORD;ARRAS;359;359;0;33;90.8;
2012-08;Atlantique;VANNES;PARIS MONTPARNASSE;170;170;0;8;95.3;
2012-08;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;255;255;0;17;93.3;
2012-08;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;647;647;0;48;92.6;
2012-09;Atlantique;PARIS MONTPARNASSE;BREST;183;183;0;6;96.7;
2012-09;Sud-Est;DIJON VILLE;PARIS LYON;441;441;0;29;93.4;
2012-09;Nord;DUNKERQUE;PARIS NORD;95;95;0;4;95.8;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Nord;PARIS NORD;DUNKERQUE;139;139;0;10;92.8;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;217;217;0;14;93.5;
2012-09;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;467;467;0;23;95.1;
2012-09;Nord;PARIS NORD;LILLE;591;591;0;56;90.5;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Sud-Est;LYON PART DIEU;MONTPELLIER;364;364;0;50;86.3;
2012-09;Sud-Est;MONTPELLIER;LYON PART DIEU;360;360;0;62;82.8;
2012-09;Sud-Est;MACON LOCHE;PARIS LYON;169;169;0;13;92.3;
2012-09;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;501;501;0;28;94.4;
2012-09;Atlantique;ANGOULEME;PARIS MONTPARNASSE;349;349;0;53;84.8;
2012-09;Atlantique;PARIS MONTPARNASSE;ANGOULEME;318;318;0;14;95.6;
2012-09;Sud-Est;MONTPELLIER;PARIS LYON;358;358;0;32;91.1;
2012-09;Sud-Est;MULHOUSE VILLE;PARIS LYON;299;299;0;19;93.6;
2012-09;Atlantique;PARIS MONTPARNASSE;NANTES;564;564;0;27;95.2;
2012-09;Sud-Est;NIMES;PARIS LYON;357;357;0;44;87.7;
2012-09;Est;REIMS;PARIS EST;227;227;0;15;93.4;
2012-09;Atlantique;PARIS MONTPARNASSE;RENNES;543;543;0;30;94.5;
2012-09;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;115;115;0;9;92.2;
2012-09;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;114;114;0;15;86.8;
2012-09;Nord;PARIS NORD;ARRAS;358;358;0;40;88.8;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras. Il s'agissait d'un incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains.
2012-09;Atlantique;VANNES;PARIS MONTPARNASSE;170;170;0;12;92.9;
2012-09;Sud-Est;PARIS LYON;BELLEGARDE (AIN);252;252;0;46;81.7;
2012-10;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;411;411;0;55;86.6;
2012-10;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;208;208;0;39;81.3;
2012-10;Sud-Est;DIJON VILLE;PARIS LYON;465;462;3;45;90.3;
2012-10;Nord;PARIS NORD;DUNKERQUE;162;159;3;11;93.1;
2012-10;Sud-Est;GRENOBLE;PARIS LYON;250;245;5;18;92.7;
2012-10;Sud-Est;PARIS LYON;GRENOBLE;248;244;4;29;88.1;
2012-10;Atlantique;LAVAL;PARIS MONTPARNASSE;247;246;1;14;94.3;
2012-10;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;218;217;1;38;82.5;
2012-10;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;495;491;4;33;93.3;
2012-10;Sud-Est;LYON PART DIEU;MONTPELLIER;374;366;8;78;78.7;Intempéries en fin de mois et trois accidents de personne.
2012-10;Sud-Est;PARIS LYON;LYON PART DIEU;633;627;6;30;95.2;
2012-10;Atlantique;RENNES;LYON PART DIEU;84;82;2;7;91.5;
2012-10;Est;METZ;PARIS EST;302;302;0;20;93.4;
2012-10;Sud-Est;PARIS LYON;MONTPELLIER;354;349;5;35;90.0;
2012-10;Atlantique;PARIS MONTPARNASSE;NANTES;583;578;5;27;95.3;
2012-10;Est;NANTES;STRASBOURG;62;60;2;5;91.7;
2012-10;Sud-Est;NICE VILLE;PARIS LYON;168;165;3;25;84.8;
2012-10;Sud-Est;NIMES;PARIS LYON;371;366;5;47;87.2;
2012-10;Sud-Est;PARIS LYON;PERPIGNAN;155;154;1;19;87.7;
2012-10;Atlantique;QUIMPER;PARIS MONTPARNASSE;152;151;1;8;94.7;
2012-10;Atlantique;PARIS MONTPARNASSE;QUIMPER;164;164;0;7;95.7;
2012-10;Atlantique;RENNES;PARIS MONTPARNASSE;589;583;6;42;92.8;
2012-10;Atlantique;PARIS MONTPARNASSE;RENNES;576;572;4;49;91.4;
2012-10;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;115;115;0;15;87.0;
2012-10;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;478;474;4;35;92.6;
2013-10;Atlantique;RENNES;LYON PART DIEU;75;75;0;14;81.3;
2013-10;Sud-Est;PARIS LYON;MONTPELLIER;326;326;0;38;88.3;Six accidents de personne ont perturbé cette liaison en octobre.
2013-10;Est;PARIS EST;NANCY;299;299;0;12;96.0;
2013-10;Est;STRASBOURG;NANTES;61;61;0;7;88.5;Intempéries et quelques pannes matérielles dont le traitement à necessite de réaliser des demandes de secours.
2013-10;Sud-Est;NIMES;PARIS LYON;342;342;0;55;83.9;Six accidents de personne ont perturbé cette liaison en octobre.
